파일명,파일ID,카카오톡_전송용_URL,추출된_품번
14-26072-006.jpg,1HG2vv8VkuOLFGWUOtH9sYYOHAvdpO5Kh,https://drive.google.com/uc?export=view&id=1HG2vv8VkuOLFGWUOtH9sYYOHAvdpO5Kh,14-26072-006
14-26072-005.jpg,1_E80DAfcIs5-6oHrl5GeGO0y4H4_g0Id,https://drive.google.com/uc?export=view&id=1_E80DAfcIs5-6oHrl5GeGO0y4H4_g0Id,14-26072-005
14-26072-004.jpg,13D4zhD4i-jtjr1KxFLx3yV_ftXpfIXfo,https://drive.google.com/uc?export=view&id=13D4zhD4i-jtjr1KxFLx3yV_ftXpfIXfo,14-26072-004
14-26072-003.jpg,1fSnmUcAuVxe1KsMer--xURrvtY3zQNCB,https://drive.google.com/uc?export=view&id=1fSnmUcAuVxe1KsMer--xURrvtY3zQNCB,14-26072-003
14-26072-002.jpg,1urTQmHWupznHRHhywNx0gNWN_a4dTGUP,https://drive.google.com/uc?export=view&id=1urTQmHWupznHRHhywNx0gNWN_a4dTGUP,14-26072-002
14-26071-004.jpg,1z2pFK-1z_cBFfHHFZYUpJ0RqdpU_X27i,https://drive.google.com/uc?export=view&id=1z2pFK-1z_cBFfHHFZYUpJ0RqdpU_X27i,14-26071-004
14-26071-003.jpg,1EEJFlmHhR2QW2S_07aPQWL5brU7c_UCa,https://drive.google.com/uc?export=view&id=1EEJFlmHhR2QW2S_07aPQWL5brU7c_UCa,14-26071-003
14-26071-002.jpg,1wwejHUu6sNlUzxehb9IjzDuNHHtfxp9T,https://drive.google.com/uc?export=view&id=1wwejHUu6sNlUzxehb9IjzDuNHHtfxp9T,14-26071-002
14-26071-001.jpg,1Cbql-DUYtFqeFGgd9P_X5ST-KCEvSdKG,https://drive.google.com/uc?export=view&id=1Cbql-DUYtFqeFGgd9P_X5ST-KCEvSdKG,14-26071-001
14-26069-004.jpg,18fAd95jh4_sQBdaZ2WQ4IkD3mbdNuJLX,https://drive.google.com/uc?export=view&id=18fAd95jh4_sQBdaZ2WQ4IkD3mbdNuJLX,14-26069-004
14-26069-003.jpg,1UOt9DaCbPUw0H4sZs1PszOCHsIhmUNow,https://drive.google.com/uc?export=view&id=1UOt9DaCbPUw0H4sZs1PszOCHsIhmUNow,14-26069-003
14-26069-002.jpg,1XEQlZ4myBtj2OQl0r_7uhh0Yfg_qT0tu,https://drive.google.com/uc?export=view&id=1XEQlZ4myBtj2OQl0r_7uhh0Yfg_qT0tu,14-26069-002
14-26069-001.jpg,1mWcMoMszPZ70rOBpEcMmXH_GqJKDZYZW,https://drive.google.com/uc?export=view&id=1mWcMoMszPZ70rOBpEcMmXH_GqJKDZYZW,14-26069-001
14-26067-004.jpg,1NHpVx98hx5LcRfpqLWFuM1JeDlEJbxzi,https://drive.google.com/uc?export=view&id=1NHpVx98hx5LcRfpqLWFuM1JeDlEJbxzi,14-26067-004
14-26067-003.jpg,16zploirJ34MFr9CJOHAlRqHEcUIRsn2A,https://drive.google.com/uc?export=view&id=16zploirJ34MFr9CJOHAlRqHEcUIRsn2A,14-26067-003
14-26067-002.jpg,1E2HlZ1q2f3T0kjlHEPBeYf4Lqc7rg7TD,https://drive.google.com/uc?export=view&id=1E2HlZ1q2f3T0kjlHEPBeYf4Lqc7rg7TD,14-26067-002
14-26067-001.jpg,1HVH0H6Sg_Lm4suYQnxbqSqKF3FNMkxnR,https://drive.google.com/uc?export=view&id=1HVH0H6Sg_Lm4suYQnxbqSqKF3FNMkxnR,14-26067-001
